,Atelectasis_auc,Cardiomegaly_auc,Consolidation_auc,Edema_auc,Enlarged Cardiomediastinum_auc,Fracture_auc,Lung Lesion_auc,Lung Opacity_auc,No Finding_auc,Pleural Effusion_auc,Pleural Other_auc,Pneumonia_auc,Pneumothorax_auc,Support Devices_auc,epoch
13,0.6541221675990282,0.5030930378185545,0.6411157478585549,0.6777554988455463,0.3234865820678178,0.635959595959596,0.3610264227642276,0.5121099768875194,0.42134334953601416,0.5726981351981352,0.5025201612903225,0.5633017289459008,0.5247793618465717,0.6240241106782731,14
14,0.639599932191897,0.5124765175809788,0.5871586499743758,0.6912747599951391,0.46275463666768013,0.7070707070707071,0.2835365853658537,0.6503434771443246,0.44259095595816755,0.657755439005439,0.27368951612903225,0.5798475553076781,0.5311156370219506,0.6106702576187499,15
15,0.5706051873198847,0.4541357521015579,0.5810820704297532,0.6504739336492891,0.2997551647437231,0.7486868686868686,0.4509654471544715,0.6439554442732409,0.5197746354396818,0.6822309634809636,0.45010080645161293,0.642684513850158,0.5440144829146866,0.5868481379951586,16
16,0.609689024505095,0.4006148124252832,0.6364301925470387,0.5368513792684408,0.3859755804835896,0.6294949494949496,0.3894817073170732,0.6667790190035953,0.5217263219914567,0.6036081973581973,0.22177419354838707,0.6411972485592117,0.5046390586105454,0.6017570015550106,17
17,0.6344578177092163,0.4294009373991916,0.48927447104473243,0.6549398468829748,0.4444159959034101,0.770909090909091,0.29115853658536583,0.5260256163328196,0.3701944321696862,0.6428467365967365,0.641633064516129,0.5778025655326269,0.5073546051142792,0.5702239535741194,18
18,0.5913808366766495,0.35338431469287845,0.6975620470019768,0.4572852108397132,0.3666928037637419,0.7826262626262626,0.36458333333333337,0.6394131997945557,0.30689350419796735,0.6470959595959594,0.6290322580645161,0.6008551775422941,0.45010183299389,0.5553471520864394,19
19,0.625699271062892,0.35583217897872826,0.5551650926129292,0.5595151294203426,0.5074650749707958,0.7175757575757576,0.41514227642276424,0.6191095274781715,0.5683090293121226,0.5959353146853148,0.19606854838709678,0.45659044432050566,0.3865127856981217,0.5733019125026051,20
20,0.6303328247725603,0.3770659784815651,0.5197305805695878,0.6204581358609794,0.4061384839416876,0.6202020202020202,0.3767784552845528,0.6561697483307652,0.39103697157166,0.6475937257187256,0.4556451612903226,0.5547499535229596,0.5118805159538357,0.5445262027284823,21
21,0.5111224124616225,0.4269720488054802,0.6386265465993118,0.5024304289707133,0.4333744059144517,0.7446464646464646,0.3536585365853659,0.5767847971237803,0.4558108705258506,0.6391317016317017,0.3941532258064516,0.5080870050195203,0.5661914460285132,0.5173696275990317,22
22,0.5725829236593774,0.4615837112658684,0.5028918661688264,0.6229493255559607,0.5831239698516586,0.5305050505050506,0.39939024390243905,0.5212666923472009,0.5373398144056563,0.5482954545454545,0.22731854838709678,0.5382041271611824,0.47159990948178326,0.6070953365716026,23
23,0.4686481701229963,0.40719937759729785,0.5814481294384655,0.6337343541135011,0.2542766158326799,0.658989898989899,0.45909552845528456,0.6293977914740627,0.43765650316688764,0.6057206682206682,0.328125,0.4536159137386131,0.5607603530210454,0.5614068837268953,24
24,0.5270949878510482,0.4122279360139661,0.5173145911120873,0.5514339530927209,0.4576018946728329,0.7046464646464646,0.40243902439024387,0.5604295069337442,0.451870673147739,0.4918657731157731,0.5045362903225806,0.4690462911321807,0.47069472731387185,0.5932605524295036,25
25,0.5383963383624344,0.45300669841932484,0.4492276154916172,0.5553226394458621,0.3884079307420269,0.7442424242424243,0.4329268292682927,0.4109848484848485,0.3831565768154368,0.5609217171717171,0.23185483870967744,0.5329986986428703,0.5161801312514143,0.5962102630693021,26
26,0.5903919685069032,0.4297045484734056,0.5788125045757375,0.45079900352412194,0.3250708101966683,0.6921212121212121,0.39176829268292684,0.439795197740113,0.7118132272794225,0.60746891996892,0.6209677419354839,0.520914668153932,0.5637021950667572,0.6183972170121355,27
27,0.536305588517828,0.43479003396648885,0.496009956805037,0.5482136347065257,0.5883087164551696,0.8141414141414142,0.3254573170731707,0.6112127632254751,0.4564000589188393,0.610746891996892,0.3238407258064516,0.5489868005205429,0.4510070151618013,0.6294426008752946,28
28,0.5295247782109962,0.4431962655837871,0.6567098616296947,0.6008324219224692,0.6380918852314734,0.5818181818181818,0.34222560975609756,0.5950500770416025,0.4406024451318309,0.4582847707847708,0.6219758064516129,0.5869120654396728,0.5360941389454628,0.6127703233459978,29
29,0.5031926315194666,0.4271618057268639,0.5828391536715718,0.6741706161137441,0.5905810436702885,0.6016161616161617,0.30716463414634143,0.5476694915254238,0.5503387833259685,0.500801282051282,0.30191532258064513,0.44952593418851083,0.4172889794071057,0.5933246765738469,30
